#group,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_measurement,Type,Sensor,_field
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T06:50:00.52Z,0.1,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T07:50:00.52Z,0.1,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T08:50:00.52Z,0.2,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T09:50:00.52Z,0.2,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T10:50:00.52Z,0.1,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T11:50:00.52Z,0.1,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T12:50:00.52Z,0.1,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T13:50:00.52Z,0.1,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T14:50:00.52Z,0.1,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T15:50:00.52Z,0.1,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T16:50:00.52Z,0.2,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T17:50:00.52Z,0.1,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T18:50:00.52Z,0.1,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T19:50:00.52Z,0.2,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T20:50:00.52Z,0.1,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T21:50:00.52Z,0.1,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T22:50:00.52Z,0.2,Tower 1,Pitch,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T23:50:00.52Z,0.1,Tower 1,Pitch,MPU6050,ESP32
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
#group,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,shelter,type
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T12:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T13:50:00.52Z,0.1,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T14:50:00.52Z,0.2,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T15:50:00.52Z,0.2,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T16:50:00.52Z,0.1,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T17:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T18:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T19:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T20:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T21:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T22:50:00.52Z,0.1,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T23:50:00.52Z,0.2,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T00:50:00.52Z,0.1,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T01:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T02:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T03:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T04:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T05:50:00.52Z,0.1,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T06:50:00.52Z,0.3,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T07:50:00.52Z,0.4,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T08:50:00.52Z,0.1,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T09:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T10:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T11:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T12:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T13:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T14:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T15:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T16:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T17:50:00.52Z,0.2,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T18:50:00.52Z,0.4,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T19:50:00.52Z,0.1,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T20:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T21:50:00.52Z,0.2,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T22:50:00.52Z,0.1,Tower 1,Roll,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T23:50:00.52Z,0.0,Tower 1,Roll,MPU6050,ESP32
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
#group,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,shelter,type
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T12:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T13:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T14:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T15:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T16:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T17:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T18:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T19:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T20:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T21:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T22:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-04T23:50:00.52Z,1.9,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T00:50:00.52Z,1.9,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T01:50:00.52Z,1.9,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T02:50:00.52Z,1.9,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T03:50:00.52Z,1.9,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T04:50:00.52Z,1.9,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T05:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T06:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T07:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T08:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T09:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T10:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T11:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T12:50:00.52Z,1.7,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T13:50:00.52Z,1.7,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T14:50:00.52Z,1.7,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T15:50:00.52Z,1.7,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T16:50:00.52Z,1.7,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T17:50:00.52Z,1.7,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T18:50:00.52Z,1.7,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T19:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T20:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T21:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T22:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
,,0,2022-07-04T12:47:46.649639Z,2022-07-05T19:47:46.649639Z,2022-07-05T23:50:00.52Z,1.8,Tower 1,Yaw,MPU6050,ESP32
